Date,Stock_Price,Strike,Time_to_Expiry,Option_Price,Delta,Hedge_Ratio,Transaction_Cost,PnL,Cumulative_PnL
2023-01-13,593.1307736475015,533.8176962827514,0.0821917808219178,59.978116599665555,0.9765285632423469,2.9295856897270407,1.737627426614449,-1.737627426614449,-1.737627426614449
2023-01-16,588.6725862723738,533.8176962827514,0.07945205479452054,55.59138651828107,0.9697790389151322,2.9093371167453963,0.0,0.09954830785744129,-1.6380791187570076
2023-01-17,587.5883156997301,533.8176962827514,0.07671232876712328,54.49366518422323,0.9695530333836855,2.9086591001510564,0.0,0.138655380586318,-1.4994237381706896
2023-01-18,590.5371793149175,533.8176962827514,0.07397260273972603,57.317533829564354,0.9775021939914992,2.9325065819744975,0.0,0.10563305339582563,-1.393790684774864
2023-01-19,597.5537174483704,533.8176962827514,0.07123287671232877,64.18462637467678,0.9885749739397619,2.9657249218192856,0.0,-0.025233376311398104,-1.4190240610862621
2023-01-20,587.8680036773155,533.8176962827514,0.0684931506849315,54.625638838348095,0.9766396498084288,2.929918949425286,0.021049185510985502,-0.06924929295071863,-1.4882733540369808
2023-01-23,588.0971196638318,533.8176962827514,0.06575342465753424,54.808895558378026,0.9791490538931876,2.9374471616795628,0.0,0.12152111042047364,-1.3667522436165072
2023-01-24,599.1041450282415,533.8176962827514,0.06301369863013698,65.64413085202364,0.9932454228824683,2.9797362686474047,0.0,-0.17315046571647486,-1.539902709332982
2023-01-25,597.6495780969808,533.8176962827514,0.06027397260273972,64.17487266291585,0.9932735664665375,2.9798206993996126,0.0,0.0735487270706221,-1.46635398226236
2023-01-26,604.1691036515333,533.8176962827514,0.057534246575342465,70.64475586052674,0.9971777436664341,2.9915332309993024,0.0,0.01736760488758904,-1.4489863773747709
2023-01-27,607.7346866058763,533.8176962827514,0.0547945205479452,74.18660073073261,0.9984995397908317,2.995498619372495,0.002409904060252859,0.0386153811238238,-1.410370996250947
2023-01-30,614.537353311254,533.8176962827514,0.05205479452054794,80.9663307390133,0.999518979448322,2.998556938344966,0.0,0.03818869916823786,-1.3721822970827091
